"fy_ef","org_id","org_name","vote_and_statutory","description","authorities","expenditures" 
2017,303,"Senate","S","Officers and Members of the Senate - Salaries, allowances and other payments to the Speaker of the Senate, Members and other officers of the Senate under the Parliament of Canada Act; contributions to the Members of Parliament Retiring Allowances Account and Members of Parliament Retirement Compensation Arrangements Account",39205358.00,39205358.53
2017,305,"Shared Services Canada",1,"Operating/Program",1398334791.00,1349579105.00
2017,305,"Shared Services Canada",5,"Capital",451310870.00,368865718.00
2017,305,"Shared Services Canada","S","Contributions to employee benefit plans",75282655.00,75282655.20
2017,305,"Shared Services Canada","S","Pensions and other employee benefits - Members of Royal Canadian Mounted Police",4184282.00,4184282.29
2017,305,"Shared Services Canada","S","Spending of proceeds from the disposal of surplus Crown assets",1535.00,1534.52
2017,306,"Social Sciences and Humanities Research Council",1,"Operating/Program",27061199.00,24499123.00
2017,306,"Social Sciences and Humanities Research Council",5,"Grants & Contributions",756926319.00,756635673.00
2017,306,"Social Sciences and Humanities Research Council","S","Contributions to employee benefit plans",2707688.00,2707687.61
2017,306,"Social Sciences and Humanities Research Council","S","Spending of Revenues pursuant to subsection 4.2 of the Social Sciences and Humanities Research Council Act",121276.00,121275.97
2017,306,"Social Sciences and Humanities Research Council","S","Spending of proceeds from the disposal of surplus Crown assets",15568.00,15568.49
2017,312,"Standards Council of Canada",1,"Payments to Crown Corps",13828495.00,13828495.00
2017,313,"Statistics Canada",1,"Operating/Program",504906978.00,475550822.00
2017,313,"Statistics Canada","S","Contributions to employee benefit plans",70193033.00,70193032.61
2017,313,"Statistics Canada","S","Spending of proceeds from the disposal of surplus Crown assets",27300.00,27299.54
2017,315,"Telefilm Canada",1,"Payments to Crown Corps",103572036.00,103572036.00
2017,326,"Treasury Board Secretariat",1,"Operating/Program",309299504.00,272955611.00
2017,326,"Treasury Board Secretariat",10,"Treasury Board Central",693000.00,0.00
2017,326,"Treasury Board Secretariat",15,"Treasury Board Central",0.00,0.00
2017,326,"Treasury Board Secretariat",20,"Treasury Board Central",3274680578.00,3164665468.00
2017,326,"Treasury Board Secretariat",25,"Treasury Board Central",222997692.00,0.00
2017,326,"Treasury Board Secretariat",30,"Treasury Board Central",249426761.00,0.00
2017,326,"Treasury Board Secretariat",33,"Treasury Board Central",42220019.00,0.00
2017,326,"Treasury Board Secretariat",5,"Treasury Board Central",530274898.00,0.00
2017,326,"Treasury Board Secretariat","S","Contributions to employee benefit plans",27932725.00,27932724.95
2017,326,"Treasury Board Secretariat","S","Employer contributions made under the Public Service Superannuation Act and other retirement acts and the Employment Insurance Act",341250848.00,341250848.34
2017,326,"Treasury Board Secretariat","S","Payments for the Pay Equity Settlement",-3072.00,-3071.69
2017,326,"Treasury Board Secretariat","S","Payments under the Public Service Pension Adjustment Act",15823.00,15822.72
2017,326,"Treasury Board Secretariat","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,326,"Treasury Board Secretariat","S","Spending of proceeds from the disposal of surplus Crown assets",8141.00,
2017,333,"Veterans Review and Appeal Board",1,"Operating/Program",10102793.00,9734537.00
2017,333,"Veterans Review and Appeal Board","S","Contributions to employee benefit plans",1117832.00,1117832.45
2017,334,"VIA Rail Canada Inc.",1,"Payments to Crown Corps",456402731.00,357536154.00
2017,339,"Windsor-Detroit Bridge Authority",1,"Payments to Crown Corps",317817400.00,184000000.00
2017,345,"Secretariat of the National Security and Intelligence Committee of Parliamentarians",3,"Operating/Program",4261607.00,579141.00
2017,346,"Office of the Parliamentary Budget Officer",3,"Operating/Program",2201031.00,1819087.00
2017,346,"Office of the Parliamentary Budget Officer","S","Contributions to employee benefit plans",166066.00,166066.29
2017,347,"Invest in Canada Hub",3,"Operating/Program",11103293.00,2032683.00
2017,348,"Department of Indigenous Services",13,"Grants & Contributions",3600228503.00,3528465874.00
2017,348,"Department of Indigenous Services",3,"Operating/Program",777604722.00,705938292.00
2017,348,"Department of Indigenous Services",7,"Capital",4380354.00,3915458.00
2017,348,"Department of Indigenous Services","S","Contributions related to the Canada Community-Building Fund (Keeping Canada's Economy and Jobs Growing Act)",19518645.60,19518645.60
2017,348,"Department of Indigenous Services","S","Contributions to employee benefit plans",29939140.00,29939139.67
2017,348,"Department of Indigenous Services","S","Court Awards",19000.00,19000.00
2017,348,"Department of Indigenous Services","S","Indian Annuities Treaty payments",10.00,10.00
2017,348,"Department of Indigenous Services","S","Payment from the Consolidated Revenue Fund of guaranteed loans issued out of the Indian economic development account (authorized limit $60,000,000). Change in Ministry responsibility (Indian Affairs and Northern Development)",32490796.00,
2017,348,"Department of Indigenous Services","S","Spending of proceeds from the disposal of surplus Crown assets",64771.00,2184.12
2017,539,"Administrative Tribunals Support Service of Canada",1,"Operating/Program",61734908.00,57442432.00
2017,539,"Administrative Tribunals Support Service of Canada","S","Contributions to employee benefit plans",8072465.00,8072465.25
2017,539,"Administrative Tribunals Support Service of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",2487.00,
2017,552,"Canadian High Arctic Research Station",1,"Operating/Program",22086483.00,20769053.00
2017,552,"Canadian High Arctic Research Station","S","Contributions to employee benefit plans",759074.00,759073.83
2017,554,"Parliamentary Protective Service",1,"Operating/Program",79617983.00,71748117.00
2017,554,"Parliamentary Protective Service","S","Contributions to employee benefit plans",5436172.00,5436171.70
2018,1,"Department of Agriculture and Agri-Food",1,"Operating/Program",622434649.00,605634473.00
2018,1,"Department of Agriculture and Agri-Food",10,"Grants & Contributions",426625000.00,361215657.00
2018,1,"Department of Agriculture and Agri-Food",5,"Capital",68942412.00,56935866.00
2018,1,"Department of Agriculture and Agri-Food","S","Canadian Pari-Mutuel Agency Revolving Fund",11735844.00,-317142.00
2018,1,"Department of Agriculture and Agri-Food","S","Class grant payments for the Farm Income program",6652.00,6652.00
2018,1,"Department of Agriculture and Agri-Food","S","Class grant payments for the Transitional Industry Support program",-1553.00,-1553.00
2018,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the AgriInsurance program",664580115.00,664580115.00
2018,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the Agricultural Disaster Relief program and AgriRecovery",894000.00,894000.00
2018,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative",-199594.00,-199594.00
2018,1,"Department of Agriculture and Agri-Food","S","Contributions in support of the Assistance to the Pork Industry Initiative",-25287994.00,-25287994.00
2018,1,"Department of Agriculture and Agri-Food","S","Contributions to employee benefit plans",60062380.00,60062380.00
2018,1,"Department of Agriculture and Agri-Food","S","Grant and Contribution Payments for the AgriInvest Program",175134429.00,175134429.00
2018,1,"Department of Agriculture and Agri-Food","S","Grant and Contribution Payments for the AgriStability Program",215244344.00,215244344.00
2018,1,"Department of Agriculture and Agri-Food","S","Grant payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative",-33968.00,-33968.00
2018,1,"Department of Agriculture and Agri-Food","S","Grants in support of the Grain and Oilseed Payment program",-5837.00,-5837.00
2018,1,"Department of Agriculture and Agri-Food","S","Grants to agencies established under the Farm Products Agencies Act",600000.00,
2018,1,"Department of Agriculture and Agri-Food","S","Loan guarantees under the Canadian Agricultural Loans Act",-51408.00,-51408.00
2018,1,"Department of Agriculture and Agri-Food","S","Payments in connection with the Agricultural Marketing Programs Act (S.C., 1997, c. C-34)",36234391.00,36234391.00
2018,1,"Department of Agriculture and Agri-Food","S","Refunds of amounts credited to revenues in previous years",14030.00,14030.00
2018,1,"Department of Agriculture and Agri-Food","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,1,"Department of Agriculture and Agri-Food","S","Spending of proceeds from the disposal of surplus Crown assets",13214092.00,7800796.00
2018,2,"House of Commons",1,"Operating/Program",362910910.00,343936263.00
2018,2,"House of Commons","S","Contributions to employee benefit plans",39105949.00,39105949.00
2018,2,"House of Commons","S","Members of the House of Commons - Salaries and allowances of Officers and Members of the House of Commons under the Parliament of Canada Act and contributions to the Members of Parliament Retiring Allowances Account and the Members of Parliament Retirement Compensation Arrangements Account",104370806.00,104370806.00
2018,12,"Atlantic Canada Opportunities Agency",1,"Operating/Program",70427706.00,65427353.00
2018,12,"Atlantic Canada Opportunities Agency",5,"Grants & Contributions",290437502.00,276137362.00
2018,12,"Atlantic Canada Opportunities Agency","S","Contributions to employee benefit plans",8032837.00,8032837.00
2018,12,"Atlantic Canada Opportunities Agency","S","Spending of proceeds from the disposal of surplus Crown assets",46817.00,
2018,14,"Atomic Energy of Canada Limited",1,"Payments to Crown Corps",1043582932.00,826233292.00
